role,sheet,code,source,raw,seg_type,text
Giáo viên,08_CHALLENGES,CHAL-COMM-COLLAB,Diễn giải học thuật,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về giao tiếp, lắng nghe, phản hồi, hợp tác và xung đột.",analyst,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về giao tiếp, lắng nghe, phản hồi, hợp tác và xung đột."
Giáo viên,08_CHALLENGES,CHAL-COMM-ONEWAY,Điểm hội tụ liên trường,2/4 trường có nguồn GV cùng đề cập giao tiếp – oneway; mẫu hình liên trường còn hạn chế.,analyst,2/4 trường có nguồn GV cùng đề cập giao tiếp – oneway; mẫu hình liên trường còn hạn chế.
Giáo viên,08_CHALLENGES,CHAL-COMM-ONEWAY,Điểm phân kì liên trường,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.,analyst,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.
Giáo viên,08_CHALLENGES,CHAL-COMM-ONEWAY,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,08_CHALLENGES,CHAL-COMM-ONEWAY,Mức độ bằng chứng,Trung bình (2/5 trường; 2/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 2/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-COMM-ONEWAY,Diễn giải học thuật,"Đối chiếu GV cho thấy giao tiếp – oneway có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy giao tiếp – oneway có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-COMM-LISTEN,Điểm hội tụ liên trường,2/4 trường có nguồn GV cùng đề cập giao tiếp – lắng nghe; mẫu hình liên trường còn hạn chế.,analyst,2/4 trường có nguồn GV cùng đề cập giao tiếp – lắng nghe; mẫu hình liên trường còn hạn chế.
Giáo viên,08_CHALLENGES,CHAL-COMM-LISTEN,Điểm phân kì liên trường,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.,analyst,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.
Giáo viên,08_CHALLENGES,CHAL-COMM-LISTEN,Mức độ bằng chứng,Trung bình (2/5 trường; 3/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 3/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-COMM-LISTEN,Diễn giải học thuật,"Đối chiếu GV cho thấy giao tiếp – lắng nghe có độ phủ 2/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy giao tiếp – lắng nghe có độ phủ 2/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-COMM-FEEDBACK,Điểm hội tụ liên trường,Cả 4 trường có nguồn GV cùng phản ánh giao tiếp – phản hồi còn hạn chế.,analyst,Cả 4 trường có nguồn GV cùng phản ánh giao tiếp – phản hồi còn hạn chế.
Giáo viên,08_CHALLENGES,CHAL-COMM-FEEDBACK,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; TrD không có nguồn GV.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; TrD không có nguồn GV."
Giáo viên,08_CHALLENGES,CHAL-COMM-FEEDBACK,Phân kì nội trường,TrB: một phần; TrE: một phần,analyst,TrB: một phần; TrE: một phần
Giáo viên,08_CHALLENGES,CHAL-COMM-FEEDBACK,Loại quan hệ so sánh,Hội tụ rõ trong 4 trường có dữ liệu,analyst,Hội tụ rõ trong 4 trường có dữ liệu
Giáo viên,08_CHALLENGES,CHAL-COMM-FEEDBACK,Mức độ bằng chứng,Mạnh (4/5 trường; 8/9 nguồn GV; TrD 0 nguồn),analyst,Mạnh (4/5 trường; 8/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-COMM-FEEDBACK,Diễn giải học thuật,"Đối chiếu GV cho thấy giao tiếp – phản hồi có độ phủ 4/5 trường, tương ứng 8/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy giao tiếp – phản hồi có độ phủ 4/5 trường, tương ứng 8/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-COLLAB,Điểm hội tụ liên trường,2/4 trường có nguồn GV cùng đề cập hợp tác; mẫu hình liên trường còn hạn chế.,analyst,2/4 trường có nguồn GV cùng đề cập hợp tác; mẫu hình liên trường còn hạn chế.
Giáo viên,08_CHALLENGES,CHAL-COLLAB,Điểm phân kì liên trường,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.,analyst,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.
Giáo viên,08_CHALLENGES,CHAL-COLLAB,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,08_CHALLENGES,CHAL-COLLAB,Mức độ bằng chứng,Trung bình (2/5 trường; 2/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 2/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-COLLAB,Diễn giải học thuật,"Đối chiếu GV cho thấy hợp tác có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy hợp tác có độ phủ 2/5 trường, tương ứng 2/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-TRANSPARENCY,Điểm hội tụ liên trường,2/4 trường có nguồn GV cùng đề cập transparency; mẫu hình liên trường còn hạn chế.,analyst,2/4 trường có nguồn GV cùng đề cập transparency; mẫu hình liên trường còn hạn chế.
Giáo viên,08_CHALLENGES,CHAL-TRANSPARENCY,Điểm phân kì liên trường,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.,analyst,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.
Giáo viên,08_CHALLENGES,CHAL-TRANSPARENCY,Mức độ bằng chứng,Trung bình (2/5 trường; 4/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 4/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-TRANSPARENCY,Diễn giải học thuật,"Đối chiếu GV cho thấy transparency có độ phủ 2/5 trường, tương ứng 4/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy transparency có độ phủ 2/5 trường, tương ứng 4/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-CONFLICT,Điểm hội tụ liên trường,Chỉ TrB có dữ liệu trực tiếp về xung đột.,analyst,Chỉ TrB có dữ liệu trực tiếp về xung đột.
Giáo viên,08_CHALLENGES,CHAL-CONFLICT,Điểm phân kì liên trường,Chưa đủ cơ sở so sánh liên trường.,analyst,Chưa đủ cơ sở so sánh liên trường.
Giáo viên,08_CHALLENGES,CHAL-CONFLICT,Mức độ bằng chứng,Yếu (1/5 trường; 2/9 nguồn GV; TrD 0 nguồn),analyst,Yếu (1/5 trường; 2/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-CONFLICT,Diễn giải học thuật,"Đối chiếu GV cho thấy xung đột có độ phủ 1/5 trường, tương ứng 2/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy xung đột có độ phủ 1/5 trường, tương ứng 2/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-CURRICULUM,Điểm hội tụ liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-CURRICULUM,Điểm phân kì liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-CURRICULUM,Phân kì nội trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-CURRICULUM,Loại quan hệ so sánh,Mã nhánh – tổng hợp từ mã con,analyst,Mã nhánh – tổng hợp từ mã con
Giáo viên,08_CHALLENGES,CHAL-CURRICULUM,Diễn giải học thuật,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về chương trình, căn chỉnh, phương pháp và phát triển chuyên môn.",analyst,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về chương trình, căn chỉnh, phương pháp và phát triển chuyên môn."
Giáo viên,08_CHALLENGES,CHAL-CURR-CONF,Điểm hội tụ liên trường,"3/4 trường có nguồn GV cùng đề cập xung đột chương trình, cho thấy hội tụ một phần.",analyst,"3/4 trường có nguồn GV cùng đề cập xung đột chương trình, cho thấy hội tụ một phần."
Giáo viên,08_CHALLENGES,CHAL-CURR-CONF,Điểm phân kì liên trường,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.,analyst,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.
Giáo viên,08_CHALLENGES,CHAL-CURR-CONF,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,08_CHALLENGES,CHAL-CURR-CONF,Mức độ bằng chứng,Trung bình (3/5 trường; 3/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (3/5 trường; 3/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-CURR-CONF,Diễn giải học thuật,"Đối chiếu GV cho thấy xung đột chương trình có độ phủ 3/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy xung đột chương trình có độ phủ 3/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-CURR-ALIGN,Điểm hội tụ liên trường,"TrB, TrC và TrE cùng nêu khó khăn căn chỉnh chương trình.",analyst,"TrB, TrC và TrE cùng nêu khó khăn căn chỉnh chương trình."
Giáo viên,08_CHALLENGES,CHAL-CURR-ALIGN,Điểm phân kì liên trường,"Khác biệt nằm ở đứt gãy đầu ra liên cấp, mức phù hợp theo độ tuổi và yêu cầu chứng minh/giảm trùng lặp trong tích hợp.",analyst,"Khác biệt nằm ở đứt gãy đầu ra liên cấp, mức phù hợp theo độ tuổi và yêu cầu chứng minh/giảm trùng lặp trong tích hợp."
Giáo viên,08_CHALLENGES,CHAL-CURR-ALIGN,Loại quan hệ so sánh,Hội tụ khá rõ + quan điểm bổ sung,analyst,Hội tụ khá rõ + quan điểm bổ sung
Giáo viên,08_CHALLENGES,CHAL-CURR-ALIGN,Mức độ bằng chứng,Khá (3/5 trường; 4/9 nguồn GV; TrD 0 nguồn),analyst,Khá (3/5 trường; 4/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-CURR-ALIGN,Diễn giải học thuật,"Căn chỉnh cần bản đồ đầu ra, chủ thể chịu trách nhiệm và cơ chế đồng thiết kế xuyên cấp/chương trình.",analyst,"Căn chỉnh cần bản đồ đầu ra, chủ thể chịu trách nhiệm và cơ chế đồng thiết kế xuyên cấp/chương trình."
Giáo viên,08_CHALLENGES,CHAL-CURR-INTL,Điểm hội tụ liên trường,"3/4 trường có nguồn GV cùng đề cập curr – intl, cho thấy hội tụ một phần.",analyst,"3/4 trường có nguồn GV cùng đề cập curr – intl, cho thấy hội tụ một phần."
Giáo viên,08_CHALLENGES,CHAL-CURR-INTL,Điểm phân kì liên trường,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.,analyst,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.
